SCAN,AL,Isbell Farms,2173,2010-April,34.82,-87.99,603,Colbert,Colbert Creek-Pickwick Lake,60300051002
SCAN,AL,Koptis Farms,2180,2010-May,30.52,-87.7,135,Baldwin,Middle Fish River,31602050202
SCAN,AL,Livingston-UWA,2114,2006-May,32.61,-88.2,144,Sumter,Shumulla Creek-Sucarnoochee River,31602020404
SCAN,AL,Morris Farms,2178,2010-April,32.41,-85.91,220,Macon,Lower Calebee Creek,31501100504
SCAN,AL,Perdido Riv Farms,2181,2010-May,31.11,-87.55,299,Escambia,Headwaters Perdido River,31401060101
SCAN,AL,River Road Farms,2182,2010-May,31.02,-85.04,107,Houston,Irwin Mill Creek-Chattahoochee River,31300040801
SCAN,AL,Selma,2176,2010-April,32.4,-86.89,140,Dallas,Beech Creek,31502011205
SCAN,AL,Stanley Farm,2056,2002-February,34.43,-86.68,635,Morgan,Middle Cotaco Creek,60300020605
SCAN,AL,Sudduth Farms,2179,2010-April,34.18,-87.46,772,Winston,Widows Creek-Clear Creek,31601100303
SCAN,AL,Tuskegee,2115,2006-May,32.43,-85.75,400,Macon,Middle Calebee Creek,31501100503
SCAN,AL,Wedowee,2175,2010-April,33.33,-85.52,934,Randolph,Allen Branch,31501080906
SCAN,AL,Wtars,2053,2002-February,34.9,-86.53,625,Madison,Lower Brier Fork,60300020306
SCAN,AR,Uapb Campus-PB,2083,2004-February,34.25,-92.03,232,Jefferson,Caney Creek-Caney Bayou,1.11102E+11
SCAN,AR,Uapb Dewitt,2091,2004-May,34.28,-91.35,197,Arkansas,Prices Branch-Little La Grue Bayou,80203030104
SCAN,AR,Uapb Point Remove,2090,2004-May,35.21,-92.92,315,Pope,Khun Bayou-Arkansas River,1.11102E+11
SCAN,AR,Uapb-Earle,2085,2004-February,35.28,-90.45,213,Crittenden,Gibson Bayou-Tyronza River,80202031212
SCAN,AR,Uapb-Lonoke Farm,2030,1999-September,34.85,-91.88,250,Lonoke,Locust Creek-Wattersaw Bayou,80203010401
SCAN,AR,Uapb-Marianna,2084,2004-February,34.78,-90.82,217,Lee,Town of Cypress Corner-Big Cypress Creek,80203040301
SCAN,AZ,Walnut Gulch #1,2026,1999-March,31.73,-110.05,4500,Cochise,Escalante Wash-San Pedro River,1.50502E+11
SCAN,CA,Ash Valley,2214,2014-October,41.05,-120.69,5097,Lassen,Ash Valley-Ash Creek,1.802E+11
SCAN,CA,Bodie Hills,2215,2014-October,38.26,-119.13,7825,Mono,Aurora Canyon,1.60503E+11
SCAN,CA,Cochora Ranch,2189,2012-June,35.12,-119.6,2697,San Luis Obispo,Black Sulphur Spring-Carrizo Plain,1.806E+11
SCAN,CA,Death Valley Jct,2190,2012-June,36.33,-116.35,2062,Inyo,Ash Meadows,1.80902E+11
SCAN,CA,Deep Springs,2187,2011-November,37.37,-117.97,5399,Inyo,Lower Wyman Creek,1.80902E+11
SCAN,CA,Desert Center,2183,2011-November,33.8,-115.31,556,Riverside,181001004703-Pinto Wash,1.81001E+11
SCAN,CA,Doe Ridge,2191,2012-June,37.63,-118.83,7340,Mono,Convict Creek,1.80901E+11
SCAN,CA,Eagle Lake,2192,2012-June,40.62,-120.72,5134,Lassen,Merrill Creek-Frontal Eagle Lake,1.808E+11
SCAN,CA,Essex,2185,2011-November,34.67,-115.17,2644,San Bernardino,Honeymoon Wash-Watson Wash,1.81001E+11
SCAN,CA,Ford Dry Lake,2184,2011-November,33.65,-115.1,394,Riverside,181001005405,1.81001E+11
SCAN,CA,French Gulch,2218,2014-October,40.79,-122.55,3704,Shasta,East Fork Clear Creek-Clear Creek,1.80202E+11
SCAN,CA,Marble Creek,2149,2009-May,37.78,-118.42,6183,Mono,Rock Creek-Spring Canyon Creek,1.80901E+11
SCAN,CA,Monocline Ridge,2217,2014-October,36.54,-120.55,875,Fresno,Town of Levis,1.803E+11
SCAN,CA,Shadow Mtns,2186,2011-November,35.47,-115.72,3643,San Bernardino,Halloran Summit,1.80902E+11
SCAN,CA,Stubblefield,2219,2014-October,34.97,-119.48,2995,San Luis Obispo,Padrones Spring-Carrizo Plain,1.806E+11
SCAN,CO,CPER,2197,2013-September,40.82,-104.71,5330,Weld,Headwaters Owl Creek,1.019E+11
SCAN,CO,Nunn #1,2017,1993-October,40.87,-104.73,5900,Weld,Headwaters Owl Creek,1.019E+11
SCAN,FL,Everglades ARS,2051,1999-February,25.5,-80.55,9,Dade,Upper Princeton Canal,30902061603
SCAN,FL,Sellers Lake #1,2012,1994-October,29.1,-81.63,75,Lake,Sellers Lake,30801011704
SCAN,FL,Wakulla #1,2009,1993-October,30.3,-84.42,150,Leon,Black Creek-Wakulla Springs,31200010702
SCAN,GA,Little River,2027,1999-May,31.5,-83.55,350,Tift,Cow House Branch-Little River,31102040105
SCAN,GA,Watkinsville #1,2013,1993-October,33.88,-83.43,770,Oconee,Lower Barber Creek,30701010305
SCAN,HI,Kainaliu,2096,2005-February,19.53,-155.93,1364,Hawaii,Keauhou Bay,2.001E+11
SCAN,HI,Kemole Gulch,2103,2005-February,19.91,-155.59,4163,Hawaii,Kemole Gulch,2.001E+11
SCAN,HI,Kukuihaele,2097,2005-February,20.1,-155.51,947,Hawaii,Kahaupu Gulch,2.001E+11
SCAN,HI,Mana House,2102,2005-February,19.96,-155.54,4234,Hawaii,Waipunahoe Gulch,2.001E+11
SCAN,HI,Pua Akala,2098,2005-February,19.79,-155.33,6394,Hawaii,Ainahou,2.001E+11
SCAN,HI,Silver Sword,2101,2005-February,19.77,-155.42,9324,Hawaii,Waiaama Gulch,2.001E+11
SCAN,HI,Waimea Plain,2099,2005-February,20.01,-155.6,3039,Hawaii,Waiulili Stream,2.001E+11
SCAN,IA,Ames,2031,2001-September,42.02,-93.73,1073,Boone,Worrell Creek-Squaw Creek,70801050307
SCAN,IA,Shagbark Hills,2068,2002-June,42.43,-95.77,1400,Woodbury,Coon Creek,1.023E+11
SCAN,ID,Jordan Valley Cwma,2148,2008-December,42.95,-117.01,4508,Owyhee,Glass Gulch-Jordan Creek,1.70501E+11
SCAN,ID,Orchard Range Site,674,1983-October,43.32,-116,3200,Ada,Brown Creek,1.70501E+11
SCAN,IL,Mason #1,2004,1993-October,40.32,-89.9,570,Mason,Quiver Creek-Mason Tazewell Drainage Ditch,71300030507
SCAN,KS,Abrams,2092,2004-June,37.13,-97.09,1194,Cowley,Salt Creek-Arkansas River,1.103E+11
SCAN,KS,Centralia Lake,2094,2004-June,39.7,-96.16,1302,Nemaha,Town of Centralia-Black Vermillion River,1.02702E+11
SCAN,KS,Ku-Nesa,2147,2008-August,39.05,-95.19,1102,Jefferson,Lake Dabanawa-Mud Creek,1.02701E+11
SCAN,KS,Phillipsburg,2093,2004-June,39.79,-99.33,1986,Phillips,Plotner Creek-Deer Creek,1.026E+11
SCAN,KY,Mammoth Cave,2079,2003-August,37.19,-86.04,800,Hart,Ugly Creek-Green River,51100010808
SCAN,KY,Princeton #1,2005,1993-October,37.1,-87.83,615,Caldwell,Flynn Fork,51402050301
SCAN,MD,Powder Mill,2049,2001-October,39.02,-76.85,105,Prince George's,Upper Anacostia River,20700100203
SCAN,MN,Crescent Lake #1,2002,1993-October,45.42,-93.95,980,Sherburne,Elk Lake-Elk River,70102030503
SCAN,MN,Glacial Ridge,2050,2001-September,47.72,-96.27,1125,Polk,Kripple Creek,90203030503
SCAN,MO,Busby Farm,2224,2018-May,38.5,-92.25,600,Cole,Headwaters Moreau River,1.03001E+11
SCAN,MO,Carver Farm,2223,2018-May,38.53,-92.13,560,Cole,Moreau River,1.03001E+11
SCAN,MO,CMRB LTAR-MO,2195,2014-September,39.23,-92.12,852,Boone,Goodwater Creek,71100060102
SCAN,MO,Dexter,2048,2001-September,36.78,-89.93,305,Stoddard,Main Ditch,80202040502
SCAN,MO,Elsberry PMC,2220,2015-August,39.15,-90.78,453,Lincoln,Lost Creek,71100041104
SCAN,MO,Journagan Ranch,2194,2012-July,37,-92.26,1106,Douglas,Clifty Creek,1.101E+11
SCAN,MO,Mark Twain HS,2225,2018-May,39.51,-91.51,730,Ralls,Spencer Creek,71100070205
SCAN,MO,Mt Vernon,2060,2002-March,37.07,-93.88,1150,Lawrence,Town of Freistatt-Spring River,1.10702E+11
SCAN,MO,Powell Gardens,2061,2002-March,38.87,-94.03,960,Johnson,Headwaters South Fork Blackwater River,1.03001E+11
SCAN,MO,Schell-Osage,2193,2012-July,37.99,-94.04,793,St. Clair,Baker Branch-Osage River,1.02901E+11
SCAN,MO,Shaw Nature Reserve,2227,2018-May,38.48,-90.81,590,Franklin,Brush Creek-Meramec River,71401020902
SCAN,MO,Spickard,2047,2001-September,40.25,-93.72,911,Audrain,Cat Creek-Thompson River,1.02801E+11
SCAN,MO,Twin Pines Conservation Area,2226,2018-May,36.99,-91.31,960,Shannon,Upper Pike Creek,1.101E+11
SCAN,MS,Beasley Lake,2032,1999-September,33.38,-90.65,115,Sunflower,Gravel Bayou,80302071002
SCAN,MS,Goodwin Ck Pasture,2024,1999-January,34.25,-89.87,320,Panola,Johnson Creek-Long Creek,80302030403
SCAN,MS,Goodwin Ck Timber,2025,1999-January,34.23,-89.9,320,Panola,Caney Creek-Long Creek,80302030402
SCAN,MS,Mayday,2110,2005-September,32.86,-90.52,108,Yazoo,Wade Bayou,80302060902
SCAN,MS,North Issaquena,2087,2004-February,33,-91.06,112,Issaquena,South Lake Washington,80302090304
SCAN,MS,Onward,2033,1999-September,32.75,-90.93,100,Sharkey,Deer Creek Mouth,80302090605
SCAN,MS,Perthshire,2046,2002-April,33.97,-90.9,200,Bolivar,Brook Bayou,80302071101
SCAN,MS,Sandy Ridge,2109,2005-September,33.66,-90.57,138,Sunflower,Standing Stump Bayou,80302070406
SCAN,MS,Scott,2070,2002-August,33.62,-91.1,165,Bolivar,Big Monocnoc Lake,80302071801
SCAN,MS,Silver City,2086,2004-February,33.09,-90.51,115,Humphreys,Silver Creek-Silver Creek,80302071705
SCAN,MS,Starkville,2064,1999-September,33.63,-88.77,340,Oktibbeha,Long Branch-Line Creek,31601040507
SCAN,MS,Tnc Fort Bayou,2082,2003-November,30.47,-88.74,43,Jackson,Old Fort Bayou,31700090604
SCAN,MS,Tunica,2034,1999-September,34.68,-90.42,260,Tunica,Little White Oak Bayou,80302040801
SCAN,MS,Vance,2035,1999-September,34.07,-90.35,150,Tallahatchie,Lower Cassidy Bayou,80302020505
SCAN,MT,Conrad Ag Rc,2117,2006-October,48.3,-111.92,3706,Pondera,Letz Lake-Dry Fork Marias River,1.00302E+11
SCAN,MT,Fort Assiniboine #1,2019,1991-October,48.48,-109.8,2710,Hill,Lower Beaver Creek,1.005E+11
SCAN,MT,Jordan,2121,2007-June,47.52,-107.13,2820,Garfield,Upper Hell Creek,1.00401E+11
SCAN,MT,Lindsay,581,1990-October,47.21,-105.19,2871,Dawson,Headwaters Upper Sevenmile Creek,1.01E+11
SCAN,MT,Moccasin,2119,2006-October,47.06,-109.95,4256,Judith Basin,Town of Moccasin,1.00401E+11
SCAN,MT,Sidney,2120,2006-October,47.77,-104.25,2274,Richland,First Hay Creek,1.01E+11
SCAN,MT,Table Mountain,808,1986-September,45.8,-111.59,4474,Gallatin,City of Three Forks-Madison River,1.002E+11
SCAN,MT,Violett,2118,2006-October,48.44,-111.18,3225,Liberty,Lower Eagle Creek,1.00302E+11
SCAN,NC,Tidewater #1,2008,1993-October,35.87,-76.65,20,Washington,Headwaters Kendrick Creek,30102050103
SCAN,ND,Mandan #1,2020,1993-November,46.77,-100.92,1930,Morton,North Branch Little Heart River,1.01301E+11
SCAN,NE,Johnson Farm,2111,2005-October,40.37,-101.72,3341,Chase,Old Baldy Mountain,1.025E+11
SCAN,NE,Rogers Farm #1,2001,1993-October,40.85,-96.47,1215,Lancaster,Camp Creek,1.02002E+11
SCAN,NH,Hubbard Brook,2069,2002-September,43.93,-71.72,1480,Grafton,Mill Brook-Pemigewasset River,10700010205
SCAN,NH,Mascoma River,2043,1998-August,43.78,-72.03,1400,Grafton,Canaan Street Lake-Mascoma River,10801060101
SCAN,NM,Adams Ranch #1,2015,1993-October,34.25,-105.42,6175,Lincoln,Rattlesnake Hill-Cola de Gallo River,1.306E+11
SCAN,NM,Alcalde,2172,2010-March,36.09,-106.06,5693,Rio Arriba,Rio Chama-Rio Grande,1.30201E+11
SCAN,NM,Crossroads,2107,2005-March,33.54,-103.24,4055,Lea,120800010103,1.208E+11
SCAN,NM,Jornada Exp Range,2168,2009-October,32.56,-106.7,4360,Dona Ana,Burke Spring,1.30301E+11
SCAN,NM,Los Lunas PMC,2169,2009-September,34.77,-106.76,4846,Valencia,Town of Chavez-Rio Grande,1.30202E+11
SCAN,NM,Sevilleta,2171,2010-March,34.36,-106.69,5233,Socorro,Bootleg Canyon,1.30202E+11
SCAN,NM,Willow Wells,2108,2005-March,33.53,-103.63,4537,Lea,Copper Ranch,1.208E+11
SCAN,NV,Buckhorn,2216,2014-October,40.88,-119.95,3925,Washoe,Buckhorn Reservoir,1.808E+11
SCAN,NV,Charkiln,2145,2007-October,36.37,-115.82,6683,Clark,Upper Wheeler Wash,1.606E+11
SCAN,NV,Hayford Peak,2143,2007-October,36.66,-115.2,9870,Clark,White Sage Flat,1.501E+11
SCAN,NV,Kyle Canyon,2141,2007-October,36.27,-115.61,7046,Clark,Kyle Canyon,1.501E+11
SCAN,NV,Lovell Summit,2146,2007-October,36.17,-115.61,6582,Clark,Wild Rose Spring,1.606E+11
SCAN,NV,Lovelock NNR,2116,2006-September,40.09,-118.49,3934,Pershing,City of Lovelock-Humboldt River,1.60401E+11
SCAN,NV,Pine Nut,2144,2007-October,36.57,-115.2,6780,Clark,Horse Canyon,1.501E+11
SCAN,NV,Ruby,2229,2019-August,40.64,-115.23,6000,Elko,Upper Withington Creek,1.606E+11
SCAN,NV,Trough Springs,2142,2007-October,36.37,-115.78,7846,Clark,Upper Wheeler Wash,1.606E+11
SCAN,NY,Geneva #1,2011,1993-October,42.88,-77.03,725,Ontario,Castle Creek-Seneca Lake,41402010904
SCAN,OH,Molly Caren #1,2014,1993-October,39.95,-83.45,1060,Madison,Richmond Ditch-Deer Creek,50600020102
SCAN,OH,Sunleaf Nursery,2073,2003-November,41.8,-81.08,670,Lake,Arcola Creek,41100030203
SCAN,OK,Fort Reno #1,2022,1998-November,35.55,-98.02,1400,Canadian,Target Creek-North Canadian River,1.11003E+11
SCAN,OR,Lynhart Ranch,2074,2003-June,42.02,-121.39,4092,Klamath,Mills Creek-Tule Lake Valley,1.80102E+11
SCAN,PA,Mahantango Ck,2028,1999-April,40.67,-76.67,730,Northumberland,Upper Mahantango Creek,20503010801
SCAN,PA,Rock Springs Pa,2036,1999-November,40.72,-77.93,1220,Centre,Spruce Creek-Little Juniata River,20503020404
SCAN,PR,Bosque Seco,2067,2002-June,17.97,-66.87,541,Guanica,Coastal Watersheds East of Rio Loco mouth,2.101E+11
SCAN,PR,Combate,2066,2002-June,17.98,-67.17,33,Cabo Rojo,Coastal Watersheds South of Valle de Lajas,2.101E+11
SCAN,PR,Corozal,2188,2012-September,18.32,-66.36,852,Corozal,Rio Unibon,2.101E+11
SCAN,PR,Fortuna,2122,2006-November,18.03,-66.53,93,Juana Diaz,Rio Jacaguas at mouth,2.101E+11
SCAN,PR,Guilarte Forest,2045,2001-May,18.15,-66.77,3345,Adjuntas,Rio Guilarte at Lago Yahuecas Dam,2.101E+11
SCAN,PR,Isabela,2052,2003-August,18.47,-67.04,50,Isabela,210100020507,2.101E+11
SCAN,PR,Maricao Forest,15,2001-May,18.15,-67,2450,Mayaguez,Rio Duey,2.101E+11
SCAN,PR,Mayaguez TARS,2112,2006-March,18.21,-67.14,45,Mayaguez,Rio Yaguez,2.101E+11
SCAN,SC,Pee Dee,2037,1999-November,34.3,-79.73,120,Darlington,Back Swamp,30402010809
SCAN,SC,Youmans Farm,2038,1999-November,32.67,-81.2,75,Hampton,Black Swamp,30601090302
SCAN,SD,Eros Data Center,2072,2003-May,43.74,-96.61,1602,Minnehaha,Lower West Pipestone Creek,1.01702E+11
SCAN,TN,Allen Farms,2076,2003-June,35.07,-86.89,705,Giles,Elk River-Kelly Creek,60300030905
SCAN,TN,Eastview Farm,2077,2003-June,35.14,-86.19,1054,Franklin,Beans Creek Lower,60300030602
SCAN,TN,McAllister Farm,2075,2003-June,35.06,-86.59,913,Lincoln,West Fork-Flint River,60300020302
SCAN,TX,Beaumont,2207,2013-September,30.07,-94.29,19,Jefferson,Lower Neches Valley Authority Canal-Taylor Bayou,1.20402E+11
SCAN,TX,Bushland #1,2006,1993-October,35.17,-102.1,3820,Randall,Negro Arroyo,1.11201E+11
SCAN,TX,Kingsville,2206,2013-September,27.55,-97.88,67,Kleberg,Tranquitas Creek,1.21102E+11
SCAN,TX,Knox City,2201,2013-September,33.45,-99.87,1448,Knox,Knox City Cemetery-Brazos River,1.20601E+11
SCAN,TX,Lehman,2106,2005-March,33.63,-102.75,3767,Cochran,120800010301,1.208E+11
SCAN,TX,Levelland,2105,2005-March,33.55,-102.37,3510,Hockley,Levelland Municipal Airport-City of Levelland,1.205E+11
SCAN,TX,Nacogdoches,2228,2018-April,31.5,-94.76,245,Nacogdoches,unknown,
SCAN,TX,Prairie View #1,2016,1993-October,30.08,-95.98,270,Waller,Mound Creek-Cypress Creek,1.20401E+11
SCAN,TX,Reese Center,2104,2005-March,33.62,-102.04,3333,Lubbock,120500011203-Smyer Oil Field,1.205E+11
SCAN,TX,Riesel,2199,2013-September,31.48,-96.88,539,Falls,Pin Oak Creek-Brushy Creek,1.20701E+11
SCAN,TX,San Angelo,2200,2013-September,31.55,-100.51,1970,Tom Green,OC Fisher Lake,1.20901E+11
SCAN,TX,Stephenville,2203,2013-September,32.25,-98.2,1311,Erath,Indian Creek-North Bosque River,1.20602E+11
SCAN,TX,Uvalde,2204,2013-September,29.22,-99.76,915,Uvalde,Cooks Slough-Leona River,1.21101E+11
SCAN,TX,Vernon,2202,2013-September,34.02,-99.25,1184,Wilbarger,Turkey Creek,1.11302E+11
SCAN,TX,Weslaco,2205,2013-September,26.16,-97.96,57,Hidalgo,Upper Pilot Channel-Laguna Madre,1.21102E+11
SCAN,UT,Alkali Mesa,2138,2007-September,37.67,-109.36,6445,San Juan,Devil Canyon,1.40802E+11
SCAN,UT,Blue Creek,2135,2007-September,41.94,-112.43,5179,Box Elder,Headwaters Blue Creek,1.60203E+11
SCAN,UT,Buffalo Jump,2151,2009-August,41.34,-111.19,6682,Rich,Coyote Creek,1.60101E+11
SCAN,UT,Cache Junction,2136,2007-September,41.82,-111.98,4425,Cache,Cutler Reservoir-Bear River,1.60102E+11
SCAN,UT,Cave Valley,2161,2010-April,37.36,-113.12,6273,Washington,Dry Creek,1.501E+11
SCAN,UT,Chicken Ridge,2150,2009-August,41.33,-111.3,7649,Morgan,Upper Lost Creek,1.60201E+11
SCAN,UT,Circleville,2125,2007-May,38.15,-112.25,6120,Piute,Lost Creek,1.603E+11
SCAN,UT,Dugway,2167,2009-June,40.17,-113.02,4314,Tooele,Camels Back Ridge,1.60203E+11
SCAN,UT,Eastland,2130,2007-May,37.78,-109.17,6837,San Juan,Horsehead Canyon,1.40802E+11
SCAN,UT,Enterprise,2128,2007-May,37.63,-113.64,5250,Iron,Newcastle,1.603E+11
SCAN,UT,Ephraim,2126,2007-May,39.37,-111.58,5531,Sanpete,Pigeon Creek,1.603E+11
SCAN,UT,Goshute,2165,2010-March,39.99,-114,5487,Tooele,West Deep Creek,1.60203E+11
SCAN,UT,Grantsville,2152,2009-August,40.59,-112.39,4337,Tooele,South Willow Creek-Frontal Great Salt Lake,1.60203E+11
SCAN,UT,Green River,2131,2005-May,39.02,-110.16,4103,Emery,Gunnison Valley-Green River,1.406E+11
SCAN,UT,Grouse Creek,2160,2010-May,41.78,-113.82,5835,Box Elder,Kimbell Creek-Grouse Creek,1.60203E+11
SCAN,UT,Hals Canyon,2164,2010-March,38.59,-113.75,5260,Millard,Cottonwood Wash-Frontal Pine Valley Hardpan,1.60203E+11
SCAN,UT,Harms Way,2166,2010-March,38.31,-109.24,7055,San Juan,East Coyote Wash,1.403E+11
SCAN,UT,Holden,2127,2007-May,39.19,-112.4,4745,Millard,Whiskey Creek,1.603E+11
SCAN,UT,Little Red Fox,2155,2010-January,40.18,-110.3,5395,Duchesne,Rocky Point-Duchesne River,1.406E+11
SCAN,UT,Manderfield,2156,2010-April,38.37,-112.64,6185,Beaver,Upper Indian Creek,1.603E+11
SCAN,UT,Mccracken Mesa,2140,2007-September,37.45,-109.34,5315,San Juan,McCracken Canyon,1.40802E+11
SCAN,UT,Milford,2129,2007-May,38.34,-113.01,5005,Beaver,Pole Canyon-Beaver River,1.603E+11
SCAN,UT,Morgan,2133,2007-May,41,-111.69,5113,Morgan,Outlet East Canyon Creek,1.60201E+11
SCAN,UT,Mountain Home,2134,2007-September,40.37,-110.41,6927,Duchesne,Middle Pigeon Water Creek,1.406E+11
SCAN,UT,Nephi,2137,2007-September,39.65,-111.87,5245,Juab,Fourmile Creek,1.60202E+11
SCAN,UT,Panguitch,2157,2010-January,37.87,-112.43,6534,Garfield,East Bench-Sevier River,1.603E+11
SCAN,UT,Park Valley,2153,2010-January,41.77,-113.29,5098,Box Elder,Cotton Creek,1.60203E+11
SCAN,UT,Price,2132,2007-May,39.53,-110.81,5637,Carbon,Outlet Miller Creek,1.406E+11
SCAN,UT,Sand Hollow,2159,2010-January,37.11,-113.36,3088,Washington,Workman Wash,1.501E+11
SCAN,UT,Split Mountain,2154,2010-January,40.39,-109.35,4844,Uintah,Stewart Lake-Green River,1.406E+11
SCAN,UT,Spooky,2158,2010-April,37.51,-111.26,5341,Kane,Dry Fork Coyote Gulch,1.407E+11
SCAN,UT,Tule Valley,2163,2010-March,39.24,-113.46,4592,Millard,Marjum Canyon,1.60203E+11
SCAN,UT,Vermillion,2162,2010-April,37.19,-112.19,6392,Kane,Lower Deer Spring Wash,1.407E+11
SCAN,UT,West Summit,2139,2007-September,38.01,-109.13,6993,San Juan,Iron Spring Canyon-East Canyon,1.403E+11
SCAN,VA,N Piedmont Arec,2039,2000-June,38.23,-78.12,520,Orange,Clear Creek-Pamunkey Creek,20801060501
SCAN,VA,Reynolds Homestead,2089,2004-April,36.63,-80.13,1127,Patrick,Koger Creek-North Mayo River,30101030407
SCAN,VA,Shenandoah,2088,2004-April,37.92,-79.2,1763,Augusta,Upper South River,20802020402
SCAN,VA,Tidewater Arec,2040,2000-June,36.68,-76.77,80,Suffolk,Jones Swamp,30102030101
SCAN,VI,Cinnamon Bay,2124,2008-September,18.35,-64.75,310,St. John,Northern St. John,2.102E+11
SCAN,VI,Upper Bethlehem,2123,2006-November,17.72,-64.8,119,St. Croix,Southcentral-west St. Croix,2.102E+11
SCAN,VT,Lye Brook,2042,2000-September,43.05,-73.03,2435,Bennington,Warm Brook,20200030202
SCAN,VT,Mount Mansfield,2041,2000-September,44.53,-72.83,2236,Chittenden,Headwaters Browns River,41504050201
SCAN,WA,Cook Farm Field D,2198,2013-July,46.78,-117.08,2727,Whitman,Missouri Flat Creek,1.70601E+11
SCAN,WA,Lind #1,2021,1993-September,47,-118.57,1640,Adams,Town of Lind-Lind Coulee,1.702E+11
SCAN,WI,UW Platteville,2196,2013-September,42.71,-90.39,1075,Lafayette,Pats Creek-Galena River,70600050302
SCAN,WI,Wabeno #1,2003,1993-October,45.47,-88.58,1580,Forest,Otter Creek,40301050401
SCAN,WY,Torrington #1,2018,1993-October,42.07,-104.13,4280,Goshen,Slater Flats,1.018E+11
SNTL,AK,Alexander Lake,1267,2014-August,61.75,-150.89,160,Matanuska-susitna,Headwaters Alexander Creek,1.90205E+11
SNTL,AK,American Creek,1189,2011-August,64.79,-141.23,1050,Southeast Fairbanks,American Creek,1.90705E+11
SNTL,AK,Anchor River Divide,1062,1980-October,59.86,-151.32,1653,Kenai Peninsula,Headwaters Anchor River,1.90203E+11
SNTL,AK,Anchorage Hillside,1070,2004-October,61.11,-149.67,2080,Anchorage,South Fork Campbell Creek,1.90204E+11
SNTL,AK,Atigun Pass,957,1981-October,68.13,-149.48,4800,North Slope,Chandalar Shelf,1.90802E+11
SNTL,AK,Bettles Field,1182,1980-October,66.92,-151.53,640,Yukon-koyukuk,Jack White Creek-Koyukuk River,1.90901E+11
SNTL,AK,Chisana,1093,2007-October,62.07,-142.05,3320,Valdez-cordova,Red Hill Creek-Chisana River,1.90803E+11
SNTL,AK,Coldfoot,958,1994-October,67.25,-150.18,1040,Yukon-koyukuk,Slate Creek,1.90901E+11
SNTL,AK,Cooper Lake,959,1981-October,60.39,-149.69,1200,Kenai Peninsula,Kenai Lake,1.90203E+11
SNTL,AK,Eagle Summit,960,1997-October,65.49,-145.41,3650,Yukon-koyukuk,Porcupine Creek,1.90804E+11
SNTL,AK,East Palmer,953,2018-July,61.6,-149.1,230,Matanuska-susitna,Outlet Matanuska River,1.90204E+11
